"id","filename","ident","name","type","frequency_khz","latitude_deg","longitude_deg","elevation_ft","iso_country","dme_frequency_khz","dme_channel","dme_latitude_deg","dme_longitude_deg","dme_elevation_ft","slaved_variation_deg","magnetic_variation_deg","usageType","power","associated_airport"
85169,"Auckland_VOR-DME_NZ","AA","Auckland","VOR-DME",114800,-37.004600524902344,174.81399536132812,13,"NZ",114800,"095X",,,,19.011,19.282,"BOTH","HIGH","NZAA"
85181,"Ahmedabad_VOR-DME_IN","AAE","Ahmedabad","VOR-DME",113100,23.072200775146484,72.625,184,"IN",113100,"078X",,,,0.011,-0.099,"BOTH","HIGH","VAAH"
85184,"Aalborg_VOR-DME_DK","AAL","Aalborg","VOR-DME",116700,57.10369873046875,9.995579719543457,57,"DK",116700,"114X",57.1039,9.99281,57,1.008,0.589,"RNAV","HIGH","EKYT"
85186,"Arar_VORTAC_SA","AAR","Arar","VORTAC",113300,30.908000946044922,41.1422004699707,1811,"SA",113300,"080X",,,,2.007,3.355,"BOTH","HIGH","OERR"
85187,"Amritsar_VOR-DME_IN","AAR","Amritsar","VOR-DME",115500,31.706899642944336,74.80079650878906,752,"IN",115500,"102X",,,,2.011,1.28,"BOTH","HIGH","VIAR"
85188,"Agartala_VOR-DME_IN","AAT","Agartala","VOR-DME",116100,23.88960075378418,91.23970031738281,47,"IN",116100,"108X",,,,0.011,-0.302,"BOTH","HIGH","VEAT"
85189,"Aurangabad_VOR-DME_IN","AAU","Aurangabad","VOR-DME",116300,19.864700317382812,75.39409637451172,1908,"IN",116300,"110X",,,,-1.011,-0.464,"BOTH","HIGH","VAAU"
85202,"Aruba_VOR-DME_AW","ABA","Aruba","VOR-DME",112500,12.50979995727539,-69.9406967163086,59,"AW",112500,"072X",,,,-4.001,-9.37,"BOTH","HIGH","TNCA"
85204,"Nabb_VORTAC_US","ABB","Nabb","VORTAC",112400,38.58879852294922,-85.63600158691406,710,"US",112400,"071X",,,,1.001,-4.045,"LO","MEDIUM",
85205,"Abbeville_VOR-DME_FR","ABB","Abbeville","VOR-DME",108450,50.135101318359375,1.8546899557113647,223,"FR",108450,"021Y",,,,-3.007,-1.232,"BOTH","HIGH","LFOI"
85206,"Abuja_VOR-DME_NG","ABC","Abuja","VOR-DME",116300,9.037799835205078,7.285099983215332,1240,"NG",116300,"110X",,,,,-2.022,"BOTH","MEDIUM","DNAA"
85207,"Abadan_VOR-DME_IR","ABD","Abadan","VOR-DME",114500,30.386999130249023,48.21760177612305,10,"IR",114500,"092X",,,,3.001,3.069,"BOTH","HIGH","OIAA"
85210,"Abha_VORTAC_SA","ABH","Abha","VORTAC",112900,18.241899490356445,42.656898498535156,6862,"SA",112900,"076X",,,,1.007,2.111,"BOTH","HIGH","OEAB"
85211,"Abilene_VORTAC_US","ABI","Abilene","VORTAC",113700,32.481300354003906,-99.8635025024414,1810,"US",113700,"084X",,,,10.012,6.246,"BOTH","HIGH","KDYS"
85213,"Abakan_VOR-DME_RU","ABK","Abakan","VOR-DME",113300,53.744998931884766,91.38500213623047,830,"RU",113300,"080X",,,,4.007,4.192,"BOTH","HIGH","UNAA"
85217,"Albuquerque_VORTAC_US","ABQ","Albuquerque","VORTAC",113200,35.043800354003906,-106.81600189208984,5743,"US",113200,"079X",,,,13.001,9.551,"BOTH","HIGH",
85218,"Aberdeen_VOR-DME_US","ABR","Aberdeen","VOR-DME",113000,45.41740036010742,-98.36869812011719,1301,"US",113000,"077X",,,,7.001,5.316,"BOTH","HIGH",
85220,"Abu_Argub_VOR-DME_LY","ABU","Abu Argub","VOR-DME",115100,32.462799072265625,13.169400215148926,470,"LY",115100,"098X",,,,,1.291,"BOTH","HIGH","LY-0019"
85222,"Alexander_Bay_VOR-DME_ZA","ABV","Alexander Bay","VOR-DME",112100,-28.57069969177246,16.533899307250977,98,"ZA",112100,"058X",,,,-18.007,-19.183,"BOTH","HIGH","FAAB"
85227,"Acapulco_VOR-DME_MX","ACA","Acapulco","VOR-DME",115900,16.758499145507812,-99.75399780273438,13,"MX",115900,"106X",,,,8.007,6.192,"BOTH","HIGH","MMAA"
85228,"Accra_VOR-DME_GH","ACC","Accra","VOR-DME",113100,5.634109973907471,-0.15534399449825287,205,"GH",113100,"078X",,,,-7.009,-4.426,"BOTH","HIGH","DGAA"
85231,"Anton_Chico_VORTAC_US","ACH","Anton Chico","VORTAC",117800,35.111698150634766,-105.04000091552734,5450,"US",117800,"125X",,,,12.001,9.091,"BOTH","HIGH","US-11921"
85232,"Aracaju_VOR-DME_BR","ACJ","Aracaju","VOR-DME",112000,-10.984000205993652,-37.0713996887207,26,"BR",112000,"057X",,,,-22.007,-22.589,"BOTH","HIGH","SBAR"
85234,"Nantucket_VOR-DME_US","ACK","Nantucket","VOR-DME",116200,41.28179931640625,-70.02670288085938,100,"US",116200,"109X",,,,-15.001,-15.298,"BOTH","HIGH","KACK"
85235,"Akron_VOR-DME_US","ACO","Akron","VOR-DME",114400,41.1078987121582,-81.20149993896484,1200,"US",114400,"091X",,,,-4.004,-8.159,"LO","MEDIUM",
85238,"Waco_VORTAC_US","ACT","Waco","VORTAC",115300,31.66230010986328,-97.26899719238281,510,"US",115300,"100X",,,,9.008,4.574,"BOTH","HIGH",
85239,"Arcata_VOR-DME_US","ACV","Arcata","VOR-DME",110200,40.98139953613281,-124.10800170898438,193,"US",110200,"039X",,,,17.001,15.535,"LO","LOW","KACV"
85240,"Atlantic_City_VORTAC_US","ACY","Atlantic City","VORTAC",108600,39.45589828491211,-74.57630157470703,70,"US",108600,"023X",,,,-10.002,-12.268,"LO","MEDIUM","KACY"
85242,"Adelaide_VOR-DME_AU","AD","Adelaide","VOR-DME",116400,-34.9468994140625,138.5240020751953,32,"AU",116400,"111X",,,,7.007,8.07,"BOTH","HIGH","YPAD"
85243,"Abidjan_VOR-DME_CI","AD","Abidjan","VOR-DME",114300,5.282810211181641,-3.9170000553131104,30,"CI",114300,"090X",,,,-7.003,-6.003,"BOTH","HIGH","DIAP"
85256,"Aldeia_VOR-DME_BR","ADA","Aldeia","VOR-DME",112100,-22.81279945373535,-42.095298767089844,61,"BR",112100,"058X",,,,,-22.048,"BOTH","HIGH","SBES"
85257,"Adana_VOR-DME_TR","ADA","Adana","VOR-DME",112700,36.94060134887695,35.21030044555664,49,"TR",112700,"074X",,,,3.007,4.175,"BOTH","HIGH","LTAF"
85263,"Ada_VOR-DME_US","ADH","Ada","VOR-DME",117800,34.8026008605957,-96.67009735107422,987,"US",117800,"125X",,,,6.001,4.33,"LO","LOW",
85265,"Sochi_VOR-DME_RU","ADL","Sochi","VOR-DME",112700,43.40330123901367,39.948299407958984,36,"RU",112700,"074X",,,,5.006,5.527,"BOTH","HIGH","URSS"
85266,"Ardmore_VORTAC_US","ADM","Ardmore","VORTAC",116700,34.21160125732422,-97.16829681396484,925,"US",116700,"114X",,,,6.003,4.523,"BOTH","HIGH",
85267,"Agadir_VOR-DME_MA","ADM","Agadir","VOR-DME",117200,30.3218994140625,-9.383330345153809,295,"MA",117200,"119X",,,,-5.007,-3.548,"BOTH","HIGH","GMAD"
85268,"Roberto_VOR-DME_MX","ADN","Roberto","VOR-DME",115400,25.865400314331055,-100.23899841308594,1476,"MX",115400,"101X",,,,7.004,6.258,"BOTH","HIGH","MMAN"
85269,"Aberdeen_VOR-DME_GB","ADN","Aberdeen","VOR-DME",114300,57.31060028076172,-2.2672200202941895,600,"GB",114300,"090X",,,,-5.001,-4.148,"BOTH","HIGH","EGPD"
85271,"Adrar_VOR-DME_DZ","ADR","Adrar","VOR-DME",112600,27.816999435424805,-0.2058670073747635,920,"DZ",112600,"073X",,,,,-1.172,"BOTH","LOW","DAUA"
85273,"Addis_Abeba_VOR-DME_ET","ADS","Addis Abeba","VOR-DME",112900,8.975040435791016,38.799400329589844,7656,"ET",112900,"076X",,,,,1.393,"BOTH","HIGH","HAAB"
85276,"Andrews_VORTAC_US","ADW","Andrews","VORTAC",113100,38.80720138549805,-76.86620330810547,260,"US",113100,"078X",,,,-10.005,-10.463,"LO","MEDIUM","KADW"
85278,"Abeche_VOR_TD","AE","Abeche","VOR",114500,13.845100402832031,20.844999313354492,1804,"TD",,,,,,,1.03,"BOTH","HIGH","FTTC"
85282,"Albert_Lea_VOR-DME_US","AEL","Albert Lea","VOR-DME",109800,43.681800842285156,-93.37079620361328,1265,"US",109800,"035X",,,,5.001,1.315,"TERMINAL","LOW",
85284,"Alexandria_VORTAC_US","AEX","Alexandria","VORTAC",116100,31.25670051574707,-92.5009994506836,80,"US",116100,"108X",,,,3.009,2.012,"BOTH","HIGH",
85289,"Affligem_VOR-DME_BE","AFI","Affligem","VOR-DME",114900,50.907798767089844,4.138889789581299,284,"BE",114900,"096X",,,,-2.01,-0.416,"TERMINAL","HIGH","EBBR"
85302,"Allegheny_VOR-DME_US","AGC","Allegheny","VOR-DME",110000,40.27870178222656,-80.04090118408203,1290,"US",110000,"037X",,,,-9.004,-8.553,"LO","MEDIUM",
85304,"Agra_VOR-DME_IN","AGG","Agra","VOR-DME",112000,27.150699615478516,77.94750213623047,551,"IN",112000,"057X",,,,0.011,0.219,"BOTH","MEDIUM","VIAG"
85306,"Anchialos_VOR-DME_GR","AGH","Anchialos","VOR-DME",110400,39.21620178222656,22.791900634765625,65,"GR",110400,"041X",,,,0.011,3.164,"BOTH","MEDIUM","LGBL"
504648,"Gooch Springs_VORTAC_US","AGJ","Gooch Springs","VORTAC",112500,31.185,-98.141,1191,"US",,,,,,,,"HI","HIGH",
85308,"Agen_VOR-DME_FR","AGN","Agen","VOR-DME",114800,43.88800048828125,0.8728610277175903,868,"FR",114800,"095X",,,,-2.007,-1.062,"BOTH","HIGH",
85310,"Aguascalientes_VOR-DME_MX","AGU","Aguascalientes","VOR-DME",113600,21.71139907836914,-102.31900024414062,6112,"MX",113600,"083X",,,,8.001,7.097,"BOTH","HIGH","MMAS"
85312,"Aggeneys_VOR-DME_ZA","AGV","Aggeneys","VOR-DME",116700,-29.48110008239746,18.5625,3356,"ZA",116700,"114X",,,,,-20.1,"BOTH","HIGH",
85313,"Acarigua_VOR-DME_VE","AGV","Acarigua","VOR-DME",113400,9.554750442504883,-69.23619842529297,640,"VE",113400,"081X",,,,-6.007,-9.393,"BOTH","HIGH","SVAC"
85315,"Ayaguz_VOR_KZ","AGZ","Ayaguz","VOR",113600,47.93109893798828,80.44969940185547,,"KZ",,,,,,,5.555,"BOTH","HIGH",
85319,"Amedee_VOR-DME_US","AHC","Amedee","VOR-DME",109000,40.26789855957031,-120.1520004272461,4028,"US",109000,"027X",,,,17.001,15.017,"TERMINAL","LOW",
85321,"Athens_VORTAC_US","AHN","Athens","VORTAC",109600,33.947601318359375,-83.32479858398438,790,"US",109600,"033X",,,,0.001,-4.57,"BOTH","MEDIUM","KAHN"
85333,"Alliance_VOR-DME_US","AIA","Alliance","VOR-DME",111800,42.055599212646484,-102.80400085449219,3925,"US",111800,"055X",,,,11.001,8.342,"LO","MEDIUM",
85338,"Bellaire_VOR-DME_US","AIR","Bellaire","VOR-DME",117100,40.016998291015625,-80.81729888916016,1290,"US",117100,"118X",,,,-7.01,-8.152,"BOTH","HIGH",
85348,"Awaji_VOR-DME_JP","AJE","Awaji","VOR-DME",115600,34.270301818847656,134.71299743652344,884,"JP",115600,"103X",,,,-7.011,-6.56,"BOTH","LOW",
85349,"Al_Jouf_VORTAC_SA","AJF","Al Jouf","VORTAC",117800,29.788999557495117,40.07419967651367,2261,"SA",117800,"125X",,,,,3.29,"BOTH","HIGH","OESK"
85351,"Ajaccio_VOR-DME_FR","AJO","Ajaccio","VOR-DME",114800,41.77050018310547,8.774669647216797,2142,"FR",114800,"095X",41.7701,8.77447,,0.007,1.002,"BOTH","HIGH",
85363,"Aktyubinsk_VOR-DME_KZ","AKB","Aktyubinsk","VOR-DME",113400,50.263099670410156,57.18389892578125,735,"KZ",113400,"081X",,,,8.007,9.443,"BOTH","HIGH","UATT"
85365,"Amakusa_VOR-DME_JP","AKE","Amakusa","VOR-DME",113450,32.48099899291992,130.16000366210938,354,"JP",113450,"081Y",,,,-6.011,-6.25,"LO","LOW","RJDA"
85367,"Akureyri_VOR-DME_IS","AKI","Akureyri","VOR-DME",113600,65.75969696044922,-18.004199981689453,2053,"IS",113600,"083X",,,,-19.007,-15.392,"BOTH","HIGH","BIAR"
85369,"Al_Kharj_VORTAC_SA","AKJ","Al Kharj","VORTAC",117300,24.068199157714844,47.40760040283203,1479,"SA",117300,"120X",,,,,2.156,"BOTH","LOW",
85371,"King_Salmon_VORTAC_US","AKN","King Salmon","VORTAC",112800,58.724700927734375,-156.7519989013672,89,"US",112800,"075X",,,,21.001,16.44,"BOTH","HIGH","PAKN"
85372,"Akron_VOR-DME_US","AKO","Akron","VOR-DME",114400,40.155601501464844,-103.18000030517578,4620,"US",114400,"091X",,,,13.001,8.391,"LO","HIGH",
85377,"Preveza_Aktion_VOR-DME_GR","AKT","Preveza/Aktion","VOR-DME",110000,38.92490005493164,20.761499404907227,-10,"GR",110000,"037X",,,,,3.003,"TERMINAL","MEDIUM",
85378,"Aktau_VOR-DME_KZ","AKT","Aktau","VOR-DME",113300,43.85860061645508,51.101898193359375,59,"KZ",113300,"080X",,,,6.007,6.372,"BOTH","HIGH","UATE"
85394,"Albany_VORTAC_US","ALB","Albany","VORTAC",115300,42.74720001220703,-73.8031997680664,275,"US",115300,"100X",,,,-13.004,-14.006,"BOTH","MEDIUM","KALB"
85395,"Allersberg_VOR-DME_DE","ALB","Allersberg","VOR-DME",111200,49.21440124511719,11.221400260925293,1434,"DE",111200,"049X",,,,1.01,1.326,"BOTH","HIGH",
85396,"Albenga_VOR-DME_IT","ALB","Albenga","VOR-DME",116950,44.04819869995117,8.127619743347168,136,"IT",116950,"116Y",44.0483,8.12761,136,,0.501,"BOTH","MEDIUM","LIMG"
85397,"Amami_VORTAC_JP","ALC","Amami","VORTAC",115500,28.443700790405273,129.58399963378906,996,"JP",115500,"102X",28.4435,129.583,996,-4.007,-5.084,"BOTH","HIGH","RJKA"
85399,"Allendale_VOR_US","ALD","Allendale","VOR",116700,33.01250076293945,-81.29219818115234,190,"US",,,,,,-1.001,-6.129,"LO","MEDIUM",
85400,"Al_Udeid_VORTAC_QA","ALD","Al Udeid","VORTAC",115200,25.13949966430664,51.30509948730469,37,"QA",115200,"099X",,,,,1.568,"BOTH","LOW","OTBH"
85402,"Aleppo_VOR-DME_SY","ALE","Aleppo","VOR-DME",114500,36.17919921875,37.209598541259766,1276,"SY",114500,"092X",,,,2.007,4.171,"BOTH","HIGH","OSAP"
85405,"Alghero_VORTAC_IT","ALG","Alghero","VORTAC",113800,40.62810134887695,8.243889808654785,1447,"IT",113800,"085X",,,,0.007,0.533,"BOTH","HIGH","LIEA"
85408,"Alice_VOR_US","ALI","Alice","VOR",114500,27.73979949951172,-98.02130126953125,170,"US",,,,,,6.012,5.234,"LO","MEDIUM","KALI"
85409,"Aligarh_VOR-DME_IN","ALI","Aligarh","VOR-DME",117900,27.829299926757812,78.17829895019531,587,"IN",117900,"126X",,,,1.011,0.287,"BOTH","HIGH",
85412,"Alma_VOR_SE","ALM","Alma","VOR",116400,55.41130065917969,13.557499885559082,,"SE",,,,,,2.001,2.181,"RNAV","HIGH",
85413,"Almaty_VOR-DME_KZ","ALM","Almaty","VOR-DME",112300,43.3744010925293,77.08580017089844,2211,"KZ",112300,"070X",,,,4.007,4.451,"BOTH","HIGH","UAAA"
85414,"Al_Hoceima_VOR-DME_MA","ALM","Al Hoceima","VOR-DME",115000,35.19110107421875,-3.8417301177978516,46,"MA",115000,"097X",,,,-5.007,-2.05,"BOTH","HIGH","GMTA"
85416,"Al_Ain_VOR-DME_AE","ALN","Al Ain","VOR-DME",112600,24.25979995727539,55.60639953613281,842,"AE",112600,"073X",,,,0.007,1.196,"BOTH","HIGH","OMAL"
85417,"Waterloo_VORTAC_US","ALO","Waterloo","VORTAC",112200,42.55649948120117,-92.3989028930664,865,"US",112200,"059X",,,,6.001,0.509,"BOTH","HIGH","KALO"
85420,"Alger_VOR-DME_DZ","ALR","Alger","VOR-DME",112500,36.69110107421875,3.215559959411621,82,"DZ",112500,"072X",,,,-1.006,-0.139,"BOTH","HIGH","DAAG"
85421,"Alsie_VOR_DK","ALS","Alsie","VOR",114700,54.905399322509766,9.993379592895508,,"DK",,,,,,1.008,1.031,"RNAV","HIGH",
85422,"Alamosa_VORTAC_US","ALS","Alamosa","VORTAC",113900,37.34920120239258,-105.81600189208984,7535,"US",113900,"086X",,,,13.001,9.45,"BOTH","HIGH",
85424,"Alicante_VOR-DME_ES","ALT","Alicante","VOR-DME",113800,38.2682991027832,-0.570114016532898,166,"ES",113800,"085X",38.2683,-0.570061,166,,-1.138,"BOTH","HIGH","LEAL"
85427,"Walla_Walla_VOR-DME_US","ALW","Walla Walla","VOR-DME",116400,46.08700180053711,-118.29299926757812,1150,"US",116400,"111X",,,,20.001,16.139,"LO","MEDIUM","KALW"
85428,"Alexandroupolis_VOR-DME_GR","ALX","Alexandroupolis","VOR-DME",113800,40.85499954223633,25.957199096679688,26,"GR",113800,"085X",,,,3.007,3.516,"BOTH","HIGH","LGAL"
85442,"Santiago_VOR-DME_CL","AMB","Santiago","VOR-DME",116100,-33.419700622558594,-70.7844009399414,1572,"CL",116100,"108X",,,,5.007,3.354,"BOTH","HIGH","SCEL"
85443,"Amboise_VOR-DME_FR","AMB","Amboise","VOR-DME",113700,47.42890167236328,1.0644400119781494,361,"FR",113700,"084X",,,,-3.007,-1.212,"BOTH","HIGH","LFOT"
85447,"Kasari_VOR-DME_JP","AME","Kasari","VOR-DME",113950,28.43470001220703,129.71099853515625,47,"JP",113950,"086Y",,,,-5.011,-5.083,"LO","LOW","RJKA"
85450,"Alma_VORTAC_US","AMG","Alma","VORTAC",115100,31.536500930786133,-82.50810241699219,200,"US",115100,"098X",,,,0.001,-5.027,"BOTH","HIGH",
85452,"Armel_VORTAC_US","AML","Armel","VORTAC",113500,38.934600830078125,-77.4666976928711,297,"US",113500,"082X",,,,-8.001,-10.239,"BOTH","MEDIUM","KIAD"
85456,"Ambon_VOR-DME_ID","AMN","Ambon","VOR-DME",115500,-3.614919900894165,128.18600463867188,33,"ID",115500,"102X",,,,2.007,2.06,"BOTH","HIGH","WAPP"
85457,"Amman_VOR-DME_JO","AMN","Amman","VOR-DME",116300,32.00410079956055,36.066001892089844,2264,"JO",116300,"110X",,,,,3.433,"LO","MEDIUM","OJAM"
85461,"Almeria_VOR-DME_ES","AMR","Almeria","VOR-DME",114100,36.83319854736328,-2.2594199180603027,233,"ES",114100,"088X",36.8331,-2.25944,233,-3.007,-1.404,"BOTH","HIGH","LEAM"
85462,"Amsterdam_VOR-DME_NL","AMS","Amsterdam","VOR-DME",113950,52.332801818847656,4.705560207366943,-7,"NL",113950,"086Y",,,,,-0.383,"TERMINAL","LOW",
85465,"Ambato_VOR-DME_EC","AMV","Ambato","VOR-DME",112700,-1.285889983177185,-78.54630279541016,9978,"EC",112700,"074X",,,,1.007,-1.263,"LO","HIGH","SEAM"
85481,"Annaba_VOR-DME_DZ","ANB","Annaba","VOR-DME",113500,36.81669998168945,7.800000190734863,16,"DZ",113500,"082X",,,,-2.007,0.471,"BOTH","HIGH","DABB"
85483,"Ancona_VOR-DME_IT","ANC","Ancona","VOR-DME",110650,43.58639907836914,13.471099853515625,842,"IT",110650,"043Y",,,,1.007,2.004,"BOTH","HIGH","LIPY"
85484,"Anchorage_VOR-DME_US","ANC","Anchorage","VOR-DME",114300,61.15079879760742,-150.20700073242188,287,"US",114300,"090X",,,,25.001,20.108,"BOTH","HIGH","PANC"
85486,"Andong_VOR-DME_CN","AND","Andong","VOR-DME",114800,30.253299713134766,121.21800231933594,17,"CN",114800,"095X",,,,,-4.592,"BOTH","HIGH",
85487,"Andoya_VOR-DME_NO","AND","Andoya","VOR-DME",112200,69.28780364990234,16.141399383544922,54,"NO",112200,"059X",,,,3.007,4.303,"RNAV","HIGH","ENAN"
85488,"Andahuaylas_VOR-DME_PE","AND","Andahuaylas","VOR-DME",114300,-13.714200019836426,-73.37779998779297,11997,"PE",114300,"090X",,,,-1.007,-2.146,"BOTH","HIGH","SPHY"
85493,"Angers_VOR_FR","ANG","Angers","VOR",113000,47.53689956665039,-0.8518329858779907,283,"FR",,,,,,-3.007,-2,"BOTH","HIGH",
85496,"Anarak_VOR-DME_IR","ANK","Anarak","VOR-DME",112700,33.537498474121094,53.729698181152344,3348,"IR",112700,"074X",,,,3.001,3.213,"BOTH","HIGH",
85499,"Annette_Island_VOR-DME_US","ANN","Annette Island","VOR-DME",117100,55.06039810180664,-131.5780029296875,174,"US",117100,"118X",,,,27.001,21.341,"BOTH","HIGH","PANT"
85500,"Anapolis_VOR-DME_BR","ANP","Anapolis","VOR-DME",115400,-16.260700225830078,-48.992000579833984,2960,"BR",115400,"101X",,,,,-19.435,"BOTH","HIGH","SBAN"
85505,"Antwerpen_VOR-DME_BE","ANT","Antwerpen","VOR-DME",113500,51.19060134887695,4.472499847412109,78,"BE",113500,"082X",,,,,-0.364,"TERMINAL","LOW","EBAW"
85506,"Antoni_VOR-DME_FI","ANT","Antoni","VOR-DME",113700,60.862998962402344,25.126800537109375,314,"FI",113700,"084X",,,,5.007,7.219,"RNAV","HIGH",
85508,"V_C_Bird_VOR-DME_AG","ANU","V C Bird","VOR-DME",114500,17.125900268554688,-61.800201416015625,400,"AG",114500,"092X",,,,-13.007,-14.252,"BOTH","HIGH","TAPA"
85511,"Ainsworth_VOR-DME_US","ANW","Ainsworth","VOR-DME",112700,42.56909942626953,-99.98970031738281,2582,"US",112700,"074X",,,,9.001,6.449,"LO","MEDIUM",
85513,"Napoleon_VORTAC_US","ANX","Napoleon","VORTAC",114000,39.095401763916016,-94.12879943847656,878,"US",114000,"087X",,,,7.001,2.354,"LO","MEDIUM",
85514,"Anthony_VORTAC_US","ANY","Anthony","VORTAC",112900,37.15890121459961,-98.17070007324219,1390,"US",112900,"076X",,,,7.01,5.293,"BOTH","MEDIUM",
85515,"Achmad_Yani_VOR-DME_ID","ANY","Achmad Yani","VOR-DME",115200,-6.974720001220703,110.37999725341797,10,"ID",115200,"099X",,,,0.007,1.114,"BOTH","HIGH","WARS"
85522,"Allen_Co_VOR_US","AOH","Allen Co","VOR",108400,40.70709991455078,-83.96820068359375,980,"US",,,,,,-4.001,-5.554,"TERMINAL","LOW",
85523,"Altoona_VOR_US","AOO","Altoona","VOR",108800,40.325401306152344,-78.30370330810547,1630,"US",,,,,,-7.002,-10.131,"LO","MEDIUM","KAOO"
85538,"Appleton_VORTAC_US","APE","Appleton","VORTAC",116700,40.151100158691406,-82.58830261230469,1350,"US",116700,"114X",,,,-6.001,-6.539,"BOTH","HIGH","KLCK"
85542,"Alpena_VORTAC_US","APN","Alpena","VORTAC",108800,45.082801818847656,-83.55699920654297,680,"US",108800,"025X",,,,-7.001,-7.332,"LO","MEDIUM","KAPN"
85543,"Apan_VOR-DME_MX","APN","Apan","VOR-DME",114800,19.63719940185547,-98.39859771728516,8000,"MX",114800,"095X",,,,7.007,5.426,"BOTH","HIGH",
85545,"Anpu_VOR-DME_TW","APU","Anpu","VOR-DME",112500,25.17690086364746,121.52200317382812,3546,"TW",112500,"072X",,,,-3.007,-3.444,"BOTH","HIGH","RCSS"
85551,"Aqaba_VOR-DME_JO","AQB","Aqaba","VOR-DME",113100,29.583499908447266,35.008201599121094,175,"JO",113100,"078X",,,,,3.275,"TERMINAL","HIGH","OJAQ"
85568,"Araxos_VOR-DME_GR","ARA","Araxos","VOR-DME",112700,38.10969924926758,21.42530059814453,56,"GR",112700,"074X",,,,1.007,2.599,"BOTH","HIGH","LGRX"
85571,"Ardabil_VOR-DME_IR","ARB","Ardabil","VOR-DME",115700,38.3031005859375,48.441001892089844,4315,"IR",115700,"104X",,,,4.001,4.496,"BOTH","HIGH","OITL"
85574,"Arad_VOR-DME_RO","ARD","Arad","VOR-DME",109000,46.18410110473633,21.143600463867188,341,"RO",109000,"027X",,,,2.007,3.397,"BOTH","HIGH","LRAR"
85575,"Yardley_VOR-DME_US","ARD","Yardley","VOR-DME",108200,40.253299713134766,-74.90760040283203,300,"US",108200,"019X",,,,-10.002,-12.293,"BOTH","MEDIUM","KTTN"
85577,"Monts_D_Arree_VOR_FR","ARE","Monts D Arree","VOR",112500,48.33259963989258,-3.6024699211120605,588,"FR",,,,,,-5.007,-3.048,"BOTH","HIGH",
85581,"Walnut_Ridge_VORTAC_US","ARG","Walnut Ridge","VORTAC",114500,36.11000061035156,-90.95369720458984,260,"US",114500,"092X",,,,4.001,0.292,"BOTH","HIGH",
85582,"Argyle_VOR-DME_AU","ARG","Argyle","VOR-DME",113900,-16.63170051574707,128.44900512695312,536,"AU",113900,"086X",-16.6347,128.447,536,3.007,3.244,"BOTH","HIGH","YARG"
85585,"El_Arish_VOR-DME_EG","ARH","El Arish","VOR-DME",113600,31.072999954223633,33.83190155029297,140,"EG",113600,"083X",,,,3.005,3.332,"BOTH","HIGH","HEAR"
85586,"Arica_VOR-DME_CL","ARI","Arica","VOR-DME",116500,-18.369400024414062,-70.34639739990234,88,"CL",116500,"112X",,,,-1.007,-3.172,"BOTH","HIGH","SCAR"
85587,"Nador_Arwi_VOR-DME_MA","ARI","Nador Arwi","VOR-DME",116000,34.986698150634766,-3.029170036315918,574,"MA",116000,"107X",,,,,-1.521,"BOTH","HIGH","GMMW"
85588,"Agri_VOR-DME_TR","ARI","Agri","VOR-DME",116700,39.67169952392578,43.020599365234375,5354,"TR",116700,"114X",,,,,5.083,"BOTH","MEDIUM","LTCO"
85591,"Arlanda_VOR-DME_SE","ARL","Arlanda","VOR-DME",116000,59.65340042114258,17.914400100708008,141,"SE",116000,"107X",,,,3.001,4.138,"BOTH","HIGH","ESSA"
85597,"Ardrossan_VOR_AU","ARS","Ardrossan","VOR",115800,-34.416528,137.893347,291,"AU",,,,,,7.007,7.457,"BOTH","HIGH",
85598,"Aros_VOR-DME_SE","ARS","Aros","VOR-DME",112800,59.58620071411133,16.650400161743164,50,"SE",112800,"075X",,,,2.001,3.426,"RNAV","HIGH","ESOW"
85601,"Watertown_VORTAC_US","ART","Watertown","VORTAC",109800,43.95199966430664,-76.0645980834961,370,"US",109800,"035X",,,,-12.004,-13.013,"BOTH","MEDIUM","KGTB"
430643,"Rize-Artvin_VOR-DME_TN","ART","Rize-Artvin","VOR-DME",110450,41.1815,40.858,,"TN",,,,,,,,"TERMINAL","MEDIUM","LTFO"
85605,"Araxa_VOR-DME_BR","ARX","Araxa","VOR-DME",117000,-19.68899917602539,-47.06050109863281,3989,"BR",117000,"117X",,,,-19.007,-20.187,"BOTH","HIGH","SBAX"
85607,"Agades_VOR_NE","AS","Agades","VOR",113500,16.975000381469727,8.02322006225586,1673,"NE",,,,,,,-0.394,"BOTH","HIGH","DRZA"
85608,"Alice_Springs_VOR-DME_AU","AS","Alice Springs","VOR-DME",115900,-23.79290008544922,133.8780059814453,1857,"AU",115900,"106X",-23.7927,133.878,1857,5.007,5.082,"BOTH","HIGH","YBAS"
85619,"Ali_Al_Salem_VORTAC_KW","ASB","Ali Al Salem","VORTAC",116000,29.3439998626709,47.51890182495117,455,"KW",116000,"107X",,,,2.001,2.598,"BOTH","LOW","OKAS"
85620,"Ashgabat_VOR-DME_TM","ASB","Ashgabat","VOR-DME",114500,37.98500061035156,58.35169982910156,710,"TM",114500,"092X",,,,4.007,4.216,"BOTH","HIGH","UTAA"
85622,"Al-Shigar_VOR-DME_SA","ASH","Al-Shigar","VOR-DME",112300,30.122800827026367,38.798099517822266,1810,"SA",112300,"070X",,,,,3.325,"BOTH","HIGH",
